Longitude,Latitude,Slope
295.5,0.5,0.5473197
296.5,0.5,0.7650974
297.5,0.5,0.90747106
298.5,0.5,0.78888255
299.5,0.5,0.7365501
300.5,0.5,1.0323545
301.5,0.5,3.9062705
302.5,0.5,4.8826447
303.5,0.5,3.8214836
304.5,0.5,1.3099232
305.5,0.5,0.8318608
306.5,0.5,1.2972966
307.5,0.5,1.0766654
308.5,0.5,0.6471975
309.5,0.5,0.4431709
310.5,0.5,0.45626256
311.5,0.5,0.50208473
312.5,0.5,0.5163615
313.5,0.5,0.45220873
314.5,0.5,0.5025768
315.5,0.5,0.66525817
316.5,0.5,0.70272934
317.5,0.5,0.62835485
318.5,0.5,0.6836468
319.5,0.5,0.56866604
320.5,0.5,0.47179037
321.5,0.5,0.4722464
322.5,0.5,0.5006968
323.5,0.5,0.5073803
324.5,0.5,0.49014306
325.5,0.5,0.5316415
326.5,0.5,0.48726925
327.5,0.5,0.4265452
328.5,0.5,0.5940572
329.5,0.5,0.55156755
330.5,0.5,0.5658357
331.5,0.5,0.43533376
332.5,0.5,0.62386745
333.5,0.5,0.6508472
334.5,0.5,0.73979867
335.5,0.5,0.49120462
336.5,0.5,0.4609708
337.5,0.5,0.5531596
338.5,0.5,0.42274913
339.5,0.5,0.49852222
340.5,0.5,0.5645766
341.5,0.5,0.5282067
342.5,0.5,0.4932607
343.5,0.5,0.56855303
344.5,0.5,0.5244429
345.5,0.5,0.44990057
346.5,0.5,0.5207818
347.5,0.5,0.5666623
348.5,0.5,0.4898398
349.5,0.5,0.47474095
350.5,0.5,0.49375013
351.5,0.5,0.49620938
352.5,0.5,0.48647976
353.5,0.5,0.5291952
354.5,0.5,0.6242756
355.5,0.5,0.4617564
356.5,0.5,0.5644892
357.5,0.5,0.59361327
358.5,0.5,0.5318054
359.5,0.5,0.53231674
360.5,0.5,0.4927482
361.5,0.5,1.1424496
362.5,0.5,0.9859997
363.5,0.5,0.5033178
364.5,0.5,0.45544487
365.5,0.5,0.45912534
366.5,0.5,0.55585945
367.5,0.5,0.81243247
368.5,0.5,0.6006146
369.5,0.5,0.4667399
370.5,0.5,0.48156628
371.5,0.5,0.59056807
372.5,0.5,0.53238755
373.5,0.5,0.90411735
374.5,0.5,0.6391417
375.5,0.5,0.442357
376.5,0.5,0.47218865
377.5,0.5,0.5451628
378.5,0.5,0.59257114
379.5,0.5,0.48842132
380.5,0.5,0.66196674
381.5,0.5,0.6434338
382.5,0.5,0.5459577
383.5,0.5,0.76466566
384.5,0.5,0.8134111
385.5,0.5,0.7658139
386.5,0.5,0.72081935
387.5,0.5,0.7275655
388.5,0.5,0.75464857
389.5,0.5,0.60315025
390.5,0.5,0.50369775
391.5,0.5,0.48256606
392.5,0.5,0.50919783
393.5,0.5,0.5256481
394.5,0.5,0.609344
395.5,0.5,0.6456036
396.5,0.5,0.7853595
397.5,0.5,0.72905684
398.5,0.5,0.4635287
399.5,0.5,0.9435483
400.5,0.5,3.378758
401.5,0.5,0.96656686
402.5,0.5,0.57548153
403.5,0.5,0.50557184
404.5,0.5,0.52201617
405.5,0.5,0.46573377
406.5,0.5,0.520641
407.5,0.5,0.6412399
408.5,0.5,0.64250165
409.5,0.5,0.65972376
410.5,0.5,0.5960518
411.5,0.5,0.6127491
412.5,0.5,0.5661217
413.5,0.5,0.49301153
414.5,0.5,0.46351925
415.5,0.5,0.52944946
416.5,0.5,1.4105285
417.5,0.5,2.1224155
418.5,0.5,1.4913495
419.5,0.5,0.63512284
420.5,0.5,0.7625716
421.5,0.5,0.8596314
422.5,0.5,1.32147
423.5,0.5,0.7366554
424.5,0.5,0.67468905
425.5,0.5,0.46102214
426.5,0.5,0.5074226
427.5,0.5,0.4875165
428.5,0.5,0.5475266
429.5,0.5,0.54587835
430.5,0.5,0.59572214
431.5,0.5,0.5855846
432.5,0.5,0.5096785
433.5,0.5,0.53050894
434.5,0.5,0.6171076
435.5,0.5,0.6864385
436.5,0.5,0.5512483
437.5,0.5,0.6378246
438.5,0.5,0.605194
439.5,0.5,0.54624486
440.5,0.5,0.5409784
441.5,0.5,0.5050925
442.5,0.5,0.4392544
443.5,0.5,0.41521454
444.5,0.5,0.46949264
445.5,0.5,0.405083
446.5,0.5,0.5005332
447.5,0.5,0.52980864
448.5,0.5,0.928719
449.5,0.5,1.9324492
450.5,0.5,1.9977356
451.5,0.5,0.94610447
452.5,0.5,0.5471097
453.5,0.5,0.5087169
454.5,0.5,0.4298283
455.5,0.5,0.44141823
456.5,0.5,0.38247502
457.5,0.5,0.57182956
458.5,0.5,0.5755961
459.5,0.5,0.52155006
460.5,0.5,0.4025818
461.5,0.5,0.3531166
462.5,0.5,0.5364263
463.5,0.5,0.389234
464.5,0.5,0.3772975
465.5,0.5,0.5539429
466.5,0.5,0.46015033
467.5,0.5,0.4192259
468.5,0.5,0.5313029
469.5,0.5,0.43447393
470.5,0.5,0.4435571
471.5,0.5,0.41694084
472.5,0.5,0.423167
473.5,0.5,0.43380773
474.5,0.5,0.45298666
475.5,0.5,0.50054884
476.5,0.5,0.516822
477.5,0.5,0.4749489
478.5,0.5,0.473545
479.5,0.5,0.60434455
480.5,0.5,0.47736624
481.5,0.5,0.6117722
482.5,0.5,0.6649354
483.5,0.5,0.6193309
484.5,0.5,1.194823
485.5,0.5,2.5592813
486.5,0.5,1.4155111
487.5,0.5,0.6938759
488.5,0.5,0.5065856
489.5,0.5,0.5012858
490.5,0.5,0.51395875
491.5,0.5,0.48019803
492.5,0.5,0.49107993
493.5,0.5,0.5534113
494.5,0.5,0.49557245
495.5,0.5,0.49326384
496.5,0.5,0.53670776
497.5,0.5,0.54185617
498.5,0.5,0.4479281
499.5,0.5,0.45574102
500.5,0.5,0.4672628
501.5,0.5,0.46932995
502.5,0.5,0.53219575
503.5,0.5,0.5373999
504.5,0.5,0.634213
505.5,0.5,0.44268712
506.5,0.5,0.47970915
507.5,0.5,0.4652807
508.5,0.5,0.822044
509.5,0.5,1.2213262
510.5,0.5,4.8281326
511.5,0.5,5.3071074
512.5,0.5,1.9300466
513.5,0.5,0.7874856
514.5,0.5,0.5496013
515.5,0.5,0.7719536
516.5,0.5,0.36604667
517.5,0.5,0.5056361
518.5,0.5,0.50181186
519.5,0.5,0.5081866
520.5,0.5,0.5942775
521.5,0.5,0.4938237
522.5,0.5,0.4429503
523.5,0.5,0.57350206
524.5,0.5,0.49884152
525.5,0.5,0.50235605
526.5,0.5,0.51232785
527.5,0.5,0.64899564
528.5,0.5,0.52014846
529.5,0.5,0.45282793
530.5,0.5,0.45198435
531.5,0.5,0.52401453
532.5,0.5,0.6037768
533.5,0.5,0.45801234
534.5,0.5,0.5037558
535.5,0.5,0.5234442
536.5,0.5,0.52367175
537.5,0.5,0.4937897
538.5,0.5,0.55228424
539.5,0.5,0.41841528
540.5,0.5,0.41107735
541.5,0.5,0.4270447
542.5,0.5,0.45417887
543.5,0.5,0.48796597
544.5,0.5,0.5933839
545.5,0.5,0.56153715
546.5,0.5,0.5095342
547.5,0.5,0.72621334
548.5,0.5,0.7716886
549.5,0.5,1.9189237
550.5,0.5,1.6470563
551.5,0.5,0.7397351
552.5,0.5,0.6038162
553.5,0.5,0.5267848
554.5,0.5,0.60054386
555.5,0.5,0.46439222
556.5,0.5,0.5294233
557.5,0.5,0.5232788
558.5,0.5,0.5545075
559.5,0.5,0.40413716
560.5,0.5,0.4621023
561.5,0.5,0.44176114
562.5,0.5,0.4142143
563.5,0.5,0.43774408
564.5,0.5,0.5849162
565.5,0.5,0.4045181
566.5,0.5,0.4998957
567.5,0.5,0.56621146
568.5,0.5,0.7446622
569.5,0.5,0.6059694
570.5,0.5,0.53980047
571.5,0.5,0.5304364
572.5,0.5,0.5687752
573.5,0.5,0.4612047
574.5,0.5,0.647399
575.5,0.5,0.6777554
576.5,0.5,0.76557314
577.5,0.5,0.85352606
578.5,0.5,0.97813916
579.5,0.5,0.80116177
580.5,0.5,0.7561715
581.5,0.5,0.78325844
582.5,0.5,0.7152903
583.5,0.5,0.59823656
584.5,0.5,0.51762533
585.5,0.5,0.45549613
586.5,0.5,0.4258024
587.5,0.5,0.60376596
588.5,0.5,0.6744257
589.5,0.5,0.56348526
590.5,0.5,0.5018635
591.5,0.5,0.65372837
592.5,0.5,0.5879692
593.5,0.5,1.0573223
594.5,0.5,0.5485479
595.5,0.5,0.5478077
596.5,0.5,0.44322488
597.5,0.5,0.52212965
598.5,0.5,0.46439812
599.5,0.5,0.44455642
600.5,0.5,0.7097424
601.5,0.5,0.6219432
602.5,0.5,0.4953489
603.5,0.5,0.59723955
604.5,0.5,0.4536209
605.5,0.5,0.48744428
606.5,0.5,0.649667
607.5,0.5,0.5999561
608.5,0.5,0.5082176
609.5,0.5,0.7391434
610.5,0.5,0.6759776
611.5,0.5,0.664428
612.5,0.5,0.6191789
613.5,0.5,0.7273145
614.5,0.5,0.85654473
615.5,0.5,0.70279396
616.5,0.5,1.124565
617.5,0.5,0.63997984
618.5,0.5,0.65636843
619.5,0.5,0.71387285
620.5,0.5,0.80734426
621.5,0.5,1.6086378
622.5,0.5,0.9164988
623.5,0.5,0.6136719
624.5,0.5,1.1755925
625.5,0.5,0.91752255
626.5,0.5,1.2168465
627.5,0.5,1.6937863
628.5,0.5,0.80437756
629.5,0.5,0.76654387
630.5,0.5,0.8077446
631.5,0.5,0.77173793
632.5,0.5,0.6816335
633.5,0.5,0.6236875
634.5,0.5,0.59404224
635.5,0.5,0.44946992
636.5,0.5,0.6751546
637.5,0.5,0.6703125
638.5,0.5,0.56334925
639.5,0.5,0.71334314
640.5,0.5,0.5654856
641.5,0.5,0.65966
642.5,0.5,0.48390257
643.5,0.5,0.55782866
644.5,0.5,0.3609212
645.5,0.5,0.48853415
646.5,0.5,0.63340753
647.5,0.5,0.72581613
648.5,0.5,0.7241582
649.5,0.5,0.62842655
650.5,0.5,0.57400703
651.5,0.5,0.41996968
652.5,0.5,0.42106253
653.5,0.5,0.5228065
654.5,0.5,0.84856707
655.5,0.5,0.7427448
656.5,0.5,0.8658873
657.5,0.5,0.9048488
658.5,0.5,1.0707643
659.5,0.5,1.106416
660.5,0.5,0.5849406
661.5,0.5,0.69433093
662.5,0.5,1.2425499
663.5,0.5,0.81573117
664.5,0.5,0.9805639
665.5,0.5,1.6469374
666.5,0.5,1.6123829
667.5,0.5,1.0870314
668.5,0.5,1.1774132
669.5,0.5,0.99233186
670.5,0.5,1.0190041
671.5,0.5,0.7050097
672.5,0.5,0.67698824
673.5,0.5,0.5871376
674.5,0.5,0.55969316
675.5,0.5,0.67727387
676.5,0.5,0.68167245
677.5,0.5,0.6515144
678.5,0.5,0.74182665
679.5,0.5,0.73121697
680.5,0.5,0.9949063
681.5,0.5,0.990083
682.5,0.5,0.8526456
683.5,0.5,1.6535122
684.5,0.5,0.9530549
685.5,0.5,1.4548864
686.5,0.5,1.4158282
687.5,0.5,0.8113471
688.5,0.5,1.1808841
689.5,0.5,1.156038
690.5,0.5,0.8647755
691.5,0.5,1.4794219
692.5,0.5,1.125215
693.5,0.5,1.1744018
694.5,0.5,0.90715337
695.5,0.5,0.44919217
696.5,0.5,0.39196643
697.5,0.5,0.36499578
698.5,0.5,0.41411686
699.5,0.5,0.4870341
700.5,0.5,0.5208237
701.5,0.5,0.642797
702.5,0.5,0.61920834
703.5,0.5,0.641161
704.5,0.5,0.87229156
705.5,0.5,0.7169199
706.5,0.5,0.556777
707.5,0.5,0.61327446
708.5,0.5,0.57310843
709.5,0.5,0.48707953
710.5,0.5,0.5204104
711.5,0.5,0.34626472
712.5,0.5,0.33871707
713.5,0.5,0.4593614
714.5,0.5,0.39518428
715.5,0.5,0.37994727
716.5,0.5,0.41438365
717.5,0.5,0.5002408
718.5,0.5,0.49234775
719.5,0.5,0.5158552
0.5,1.5,3.4210622
1.5,1.5,7.14301
2.5,1.5,7.0416903
3.5,1.5,1.0008851
4.5,1.5,0.84532714
5.5,1.5,0.6088061
6.5,1.5,0.9178846
7.5,1.5,0.99923676
8.5,1.5,0.5975354
9.5,1.5,0.4376926
10.5,1.5,0.4320003
11.5,1.5,0.50572616
12.5,1.5,0.47579274
13.5,1.5,0.53121936
14.5,1.5,0.8288547
15.5,1.5,0.92116433
16.5,1.5,0.4459241
17.5,1.5,0.5279082
18.5,1.5,0.4524746
19.5,1.5,0.5360927
20.5,1.5,0.47051218
21.5,1.5,0.50421965
22.5,1.5,0.5098696
23.5,1.5,0.4601172
24.5,1.5,0.48163268
25.5,1.5,0.572717
26.5,1.5,0.8019626
27.5,1.5,0.72578347
28.5,1.5,0.6012753
29.5,1.5,0.5306108
30.5,1.5,0.42857414
31.5,1.5,0.5071449
32.5,1.5,0.49131286
33.5,1.5,0.5229593
34.5,1.5,0.705687
35.5,1.5,0.42731407
36.5,1.5,0.49064103
37.5,1.5,0.61153793
38.5,1.5,0.63144886
39.5,1.5,0.5544472
40.5,1.5,0.51264226
41.5,1.5,0.54752123
42.5,1.5,0.6300422
43.5,1.5,0.49701118
44.5,1.5,0.5311075
45.5,1.5,0.53071135
46.5,1.5,0.48158988
47.5,1.5,0.46204102
48.5,1.5,0.4340819
49.5,1.5,0.44259208
50.5,1.5,0.4197721
51.5,1.5,0.41315734
52.5,1.5,0.4243909
53.5,1.5,0.39946768
54.5,1.5,0.40542233
55.5,1.5,0.55718076
56.5,1.5,0.65308
57.5,1.5,0.6604793
58.5,1.5,0.7457179
59.5,1.5,0.73347104
60.5,1.5,0.66691923
61.5,1.5,0.69889593
62.5,1.5,0.59739274
63.5,1.5,0.47645122
64.5,1.5,0.6163689
65.5,1.5,0.57656705
66.5,1.5,0.5558292
67.5,1.5,0.5435766
68.5,1.5,0.65343815
69.5,1.5,0.67167497
70.5,1.5,0.6565782
71.5,1.5,0.80772483
72.5,1.5,0.6936914
73.5,1.5,0.58355075
74.5,1.5,0.5884446
75.5,1.5,0.5077458
76.5,1.5,0.5709132
77.5,1.5,0.5749218
78.5,1.5,0.48216188
79.5,1.5,0.47082284
80.5,1.5,0.5971982
81.5,1.5,0.7017449
82.5,1.5,0.53483444
83.5,1.5,0.44706213
84.5,1.5,0.46250552
85.5,1.5,0.44872457
86.5,1.5,0.57789034
87.5,1.5,0.54342973
88.5,1.5,0.489286
89.5,1.5,0.5371214
90.5,1.5,0.5264641
91.5,1.5,0.50142294
92.5,1.5,0.45521688
93.5,1.5,0.51693654
94.5,1.5,0.4231665
95.5,1.5,0.4642377
96.5,1.5,0.5517844
97.5,1.5,0.6156305
98.5,1.5,0.49038702
99.5,1.5,0.5020205
100.5,1.5,0.5124928
101.5,1.5,0.53281647
102.5,1.5,0.52226275
103.5,1.5,0.45491102
104.5,1.5,0.54761505
105.5,1.5,0.49639225
106.5,1.5,0.52934
107.5,1.5,0.564956
108.5,1.5,0.61675525
109.5,1.5,0.5508833
110.5,1.5,0.7260088
111.5,1.5,1.6979223
112.5,1.5,1.3317573
113.5,1.5,0.70352334
114.5,1.5,0.54036385
115.5,1.5,0.6718926
116.5,1.5,0.89291227
117.5,1.5,0.6477
118.5,1.5,0.49042702
119.5,1.5,0.54115313
120.5,1.5,0.4829567
121.5,1.5,0.48631704
122.5,1.5,0.48847246
123.5,1.5,0.55412686
124.5,1.5,0.72320414
125.5,1.5,0.4960177
126.5,1.5,0.4573539
127.5,1.5,0.40887395
128.5,1.5,0.47068435
129.5,1.5,0.49171403
130.5,1.5,0.57449144
131.5,1.5,0.6890194
132.5,1.5,0.49576902
133.5,1.5,0.43060726
134.5,1.5,0.40959623
135.5,1.5,0.4442967
136.5,1.5,0.42506826
137.5,1.5,0.51417583
138.5,1.5,0.48383322
139.5,1.5,0.595331
140.5,1.5,0.5076111
141.5,1.5,0.54834723
142.5,1.5,0.54493797
143.5,1.5,0.54356724
144.5,1.5,0.5200946
145.5,1.5,0.5957535
146.5,1.5,0.56495976
147.5,1.5,0.44674367
148.5,1.5,0.52642566
149.5,1.5,0.497083
150.5,1.5,0.43465424
151.5,1.5,0.40939718
152.5,1.5,0.43448615
153.5,1.5,0.52018917
154.5,1.5,0.7139901
155.5,1.5,0.6344117
156.5,1.5,0.5648378
157.5,1.5,0.47065762
158.5,1.5,0.4576698
159.5,1.5,0.5592352
160.5,1.5,0.47819388
161.5,1.5,0.39036438
162.5,1.5,0.3489605
163.5,1.5,0.38441712
164.5,1.5,0.40540206
165.5,1.5,0.39187896
166.5,1.5,0.4712208
167.5,1.5,0.4511995
168.5,1.5,0.5144319
169.5,1.5,0.46019435
170.5,1.5,0.75046265
171.5,1.5,0.71987426
172.5,1.5,0.5879907
173.5,1.5,0.50888413
174.5,1.5,0.43945926
175.5,1.5,0.45022026
176.5,1.5,0.49258566
177.5,1.5,0.54192483
178.5,1.5,0.51048744
179.5,1.5,0.5768267
180.5,1.5,0.6184074
181.5,1.5,0.64759994
182.5,1.5,0.5070968
183.5,1.5,0.52933913
184.5,1.5,0.39186913
185.5,1.5,0.41798556
186.5,1.5,0.4733432
187.5,1.5,0.4389792
188.5,1.5,0.58079255
189.5,1.5,0.78817177
190.5,1.5,0.8749541
191.5,1.5,0.6483067
192.5,1.5,0.5303614
193.5,1.5,0.52237165
194.5,1.5,0.46251786
195.5,1.5,0.63639706
196.5,1.5,0.7494744
197.5,1.5,0.8241999
198.5,1.5,0.68348897
199.5,1.5,0.7930714
200.5,1.5,1.0643833
201.5,1.5,0.7440758
202.5,1.5,0.84890425
203.5,1.5,0.8387307
204.5,1.5,0.79280996
205.5,1.5,0.7667037
206.5,1.5,0.80526984
207.5,1.5,0.7303823
208.5,1.5,0.7557183
209.5,1.5,0.7882887
210.5,1.5,0.82307446
211.5,1.5,0.6923646
212.5,1.5,0.6910286
213.5,1.5,0.6324812
214.5,1.5,0.44975466
215.5,1.5,0.61073744
216.5,1.5,0.64975846
217.5,1.5,0.501606
218.5,1.5,0.62615967
219.5,1.5,0.6317321
220.5,1.5,0.5516387
221.5,1.5,0.71853995
222.5,1.5,0.6998944
223.5,1.5,0.5694033
224.5,1.5,0.6757225
225.5,1.5,0.6860202
226.5,1.5,0.67825806
227.5,1.5,0.55350244
228.5,1.5,0.96464574
229.5,1.5,0.8508339
230.5,1.5,0.778949
231.5,1.5,0.5561333
232.5,1.5,0.52967894
233.5,1.5,0.4938348
234.5,1.5,0.49231723
235.5,1.5,0.49133855
236.5,1.5,0.57980615
237.5,1.5,0.5007845
238.5,1.5,0.48524928
239.5,1.5,0.4855322
240.5,1.5,0.54583853
241.5,1.5,0.4766776
242.5,1.5,0.45432314
243.5,1.5,0.58155525
244.5,1.5,1.6556376
245.5,1.5,0.7506212
246.5,1.5,0.5480857
247.5,1.5,0.49814993
248.5,1.5,0.56091577
249.5,1.5,0.79563546
250.5,1.5,0.6885101
251.5,1.5,0.62921506
252.5,1.5,0.5980486
253.5,1.5,0.5318764
254.5,1.5,0.5130028
255.5,1.5,0.5251365
256.5,1.5,0.5148436
257.5,1.5,0.5664774
258.5,1.5,0.58211076
259.5,1.5,0.6561258
260.5,1.5,0.5908375
261.5,1.5,0.56468403
262.5,1.5,0.55102736
263.5,1.5,0.58241534
264.5,1.5,0.56925243
265.5,1.5,0.5646034
266.5,1.5,0.57802176
267.5,1.5,0.6947545
268.5,1.5,0.46545178
269.5,1.5,0.45364985
270.5,1.5,0.5596454
271.5,1.5,0.47129208
272.5,1.5,0.7402637
273.5,1.5,0.6198401
274.5,1.5,0.61263084
275.5,1.5,0.71187276
276.5,1.5,1.4419012
277.5,1.5,1.038471
278.5,1.5,0.5201146
279.5,1.5,0.51413584
280.5,1.5,0.49529415
